date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 22:00:00,55.99,17.16,3560.5877631579,437.8355,399.91700000000003,9.97241,1.73,248.97199999999998,249.906,250.01049999999998,295.096,306.4,250.049,250.082,549.261,550.8285000000001,549.4525,462.928,463.389,456.646,454.331,67.16,1.16
2017-03-10 23:00:00,55.99,17.16,4330.275,364.41049999999996,400.37149999999997,9.877949999999998,1.63339,249.368,250.075,249.95,295.096,306.4,250.104,249.77949999999998,549.736,549.7265,549.8675,446.073,534.258,551.506,533.4680000000001,67.17,1.15
2017-03-11 00:00:00,55.99,17.16,5273.875,306.9915,400.3635,10.020900000000001,1.55442,249.06,250.3235,249.62,295.096,306.4,250.049,250.08749999999998,550.062,549.482,549.0754999999999,537.941,546.1845000000001,550.386,550.322,67.03,1.23
2017-03-11 01:00:00,60.66,8.25,5465.04,367.981,400.23199999999997,10.274149999999999,1.73062,250.126,250.291,249.994,295.096,306.4,250.049,249.8235,549.736,550.535,548.882,213.26145000000002,551.7055,550.694,548.2425000000001,67.44,1.17
2017-03-11 02:00:00,60.66,8.25,3159.085,360.428,400.276,10.32015,1.75,249.18099999999998,250.2305,250.14249999999998,295.096,306.4,250.05450000000002,249.42849999999999,547.409,551.568,550.1115,535.915,547.9504999999999,550.1479999999999,545.1195,66.4,2.5
2017-03-11 03:00:00,60.66,8.25,3201.855,332.199,398.84749999999997,10.0177,1.73068,249.41199999999998,250.1205,250.17000000000002,295.096,306.4,250.269,249.73000000000002,550.537,554.117,550.718,453.32,547.9905,552.444,547.94,65.12,4.14
2017-03-11 04:00:00,60.66,8.25,3060.1099999999997,319.397,400.8105,10.20635,1.75,250.05349999999999,250.1975,250.18650000000002,295.096,306.4,249.796,249.884,550.537,549.626,549.4355,466.719,546.389,549.616,550.2249999999999,64.26,3.34
2017-03-11 05:00:00,60.66,8.25,2384.5699999999997,314.209,400.1805,9.938785,1.76,249.818,250.269,249.97750000000002,295.096,306.4,249.942,250.115,548.635,549.5545,550.6775,514.9705,551.3595,549.77,550.5450000000001,64.08,4.08
2017-03-11 06:00:00,60.66,8.25,2229.935,330.38300000000004,400.803,9.53806,1.640705,250.356,250.05450000000002,250.148,295.096,306.4,250.752,249.873,551.2505000000001,550.644,549.7909999999999,543.36,562.2365,554.8240000000001,548.7094999999999,63.53,5.36
2017-03-11 07:00:00,59.89,8.98,2633.545,355.835,400.876,9.99964,1.67407,249.851,250.225,249.851,295.096,306.4,249.906,249.719,550.8620000000001,550.914,550.436,571.0545,575.5255,559.5,559.5535,63.33,4.96
2017-03-11 08:00:00,59.89,8.98,2581.1000000000004,423.8585,400.4,10.0185,1.74485,249.983,249.829,249.41199999999998,295.096,306.4,250.0875,249.527,550.537,550.3499999999999,547.9369999999999,485.67449999999997,539.117,555.6220000000001,532.0215000000001,63.33,4.96
2017-03-11 09:00:00,59.89,8.98,904.63761788615,559.326,399.99,9.49484,1.76,249.01049999999998,249.81799999999998,249.741,295.096,306.4,250.203,250.027,551.238,475.72450000000003,555.105,554.2365,551.6365000000001,554.726,558.9970000000001,65.15,2.97
2017-03-11 10:00:00,59.89,8.98,2450.3900000000003,560.8215,399.717,9.33454,1.76949,251.15249999999997,250.214,250.21949999999998,295.096,306.4,249.983,249.88400000000001,551.013,238.669,550.7729999999999,553.4055,550.0895,552.472,553.7705000000001,65.65,2.67
2017-03-11 11:00:00,59.89,8.98,2027.345,526.993,396.658,9.50667,1.75,250.115,250.269,249.829,295.096,306.4,250.049,249.994,550.1115,270.99368243245,550.826,550.8969999999999,553.1225,552.514,550.8625,66.47,1.59
2017-03-11 12:00:00,59.89,8.98,3306.0699999999997,414.91700000000003,398.76555454545,9.518905,1.74913,249.653,249.85649999999998,249.851,295.096,306.4,249.93349999999998,249.862,551.0505,723.6508515625001,549.8425,554.7270000000001,556.8385000000001,557.8599999999999,553.318,66.21,1.52
2017-03-11 13:00:00,59.89,8.98,3242.285,518.5699999999999,402.1145,9.586365,1.75,249.565,250.06,250.09300000000002,295.096,306.4,250.049,250.17000000000002,550.537,753.6124140625,550.1095,548.379,551.5360000000001,552.3879999999999,551.923,66.41,1.82
2017-03-11 14:00:00,59.89,8.98,3554.4449999999997,370.895,403.30182786885,9.62418,1.7622499999999999,250.01049999999998,249.9445,249.829,295.096,306.4,250.313,249.752,548.7855,783.5739765625001,554.326,557.8399999999999,556.9079999999999,573.5,559.2085,64.92,2.98
2017-03-11 15:00:00,59.89,8.98,3514.94,481.7655,400.27549999999997,9.77064,1.75,249.57600000000002,250.4275,249.313,295.096,306.4,250.203,249.961,549.586,813.5355390625,551.8665,549.629,549.7365,557.1479999999999,551.925,66.16,1.99
2017-03-11 16:00:00,59.66,9.09,3649.17,532.288,401.067,9.8995,1.7377500000000001,249.719,249.95,249.609,295.096,306.4,250.093,250.1755,524.3745,454.499,526.2760000000001,488.841,509.446,528.683,519.317,65.58,2.36
2017-03-11 17:00:00,59.66,9.09,3704.105,544.6475,398.723,10.0138,1.74,249.10950000000003,249.95,249.80700000000002,295.096,306.4,249.928,249.939,449.188,453.05550000000005,451.171,451.369,450.40049999999997,459.222,449.64300000000003,66.21,1.83
2017-03-11 18:00:00,59.66,9.09,3336.7200000000003,558.167,399.873,9.91077,1.76475,249.917,250.1755,249.69549999999998,295.096,306.4,250.0215,249.994,451.015,452.05150000000003,448.865,448.83,449.591,455.18600000000004,449.961,66.21,1.83
2017-03-11 19:00:00,59.66,9.09,3389.0150000000003,569.214,398.8625,9.994720000000001,1.77225,249.807,250.411,249.851,295.096,306.4,249.6695,249.972,449.07550000000003,450.02549999999997,450.872,450.39,449.289,451.172,449.707,65.5,3.42
2017-03-11 20:00:00,59.66,9.09,3260.495,571.289,400.298,9.93355,1.7795,250.049,249.829,249.829,295.096,306.4,250.016,250.071,544.6815,447.6445,547.053,546.5730000000001,544.4304999999999,497.63800000000003,486.22249999999997,64.565,3.865
2017-03-11 21:00:00,59.66,9.09,3070.41,554.123,400.64200000000005,9.897870000000001,1.7505000000000002,249.829,250.323,249.73000000000002,295.096,306.4,250.049,250.104,551.263,549.058,550.45,549.893,550.9035,501.306,499.2285,64.565,3.865
2017-03-11 22:00:00,59.66,9.09,3594.825,554.199,398.8915,9.7934,1.7595,250.159,249.939,250.26350000000002,295.096,306.4,250.049,250.159,449.42600000000004,452.11850000000004,451.875,450.15549999999996,451.4905,456.98199999999997,454.135,62.95,4.97
2017-03-11 23:00:00,59.66,9.09,3324.025,542.4345000000001,399.375,9.90869,1.75,251.0215,250.22500000000002,249.7575,295.096,306.4,250.115,250.011,449.639,449.217,449.5945,449.71849999999995,451.1035,454.322,452.055,62.83,5.06
2017-03-12 00:00:00,59.66,9.09,3284.86,551.3765,400.4075,9.93426,1.75,249.45,250.345,249.829,295.096,306.4,249.895,250.049,450.452,450.621,451.06,449.815,452.409,453.174,450.5535,64.72,3.51
2017-03-12 01:00:00,58.84,11.46,3526.955,545.517,400.10749999999996,9.914860000000001,1.7405,249.8125,249.582,250.049,295.096,306.4,250.269,249.9115,451.2525,236.4177169811,449.927,446.59349999999995,445.9655,448.946,448.05899999999997,64.29,3.62
2017-03-12 02:00:00,58.84,11.46,2912.89,553.0854999999999,399.375,10.110050000000001,1.75,250.488,250.323,250.126,295.096,306.4,250.5045,251.038,451.2525,442.93,448.446,465.546,451.8195,453.60699999999997,451.613,63.62,4.92
2017-03-12 03:00:00,58.84,11.46,3243.5550000000003,561.6915,400.254,9.89014,1.7627950000000001,250.5595,249.598,249.97750000000002,295.096,306.4,250.13150000000002,250.53199999999998,450.164,450.61699999999996,451.4685,463.68399999999997,459.8195,471.86400000000003,461.28099999999995,65.87,2.13
2017-03-12 04:00:00,58.84,11.46,3378.715,558.838,400.0125,9.820085,1.76,250.3345,250.016,250.093,295.096,306.4,250.159,250.10399999999998,450.3265,450.5455,449.769,451.14549999999997,450.1385,453.6105,450.24800000000005,65.16,2.77
2017-03-12 05:00:00,58.84,11.46,3140.87,552.9025,398.7595,9.713485,1.75319,250.4345,249.774,250.148,295.096,306.4,249.994,249.527,448.938,450.634,448.78499999999997,445.66200000000003,446.68100000000004,452.20799999999997,448.1645,65.87,2.03
2017-03-12 06:00:00,58.84,11.46,3588.085,524.292,404.817,9.964265000000001,1.74881,250.708,249.93349999999998,249.895,295.096,306.4,249.829,249.93900000000002,448.087,454.471,451.276,456.9815,442.86699999999996,452.80999999999995,435.1175,65.92,2.12
2017-03-12 07:00:00,58.82,11.46,3829.545,519.409,398.0595,9.7556,1.74,250.269,250.0655,250.005,295.096,306.4,250.225,249.763,450.69,450.307,450.84450000000004,186.63946575345,448.945,452.50149999999996,447.2445,65.9,2.4
2017-03-12 08:00:00,58.82,11.46,3697.0699999999997,510.94050000000004,400.0345,9.782715,1.75,249.85649999999998,250.071,249.796,295.096,306.4,250.26350000000002,249.961,450.53999999999996,450.874,451.334,441.5835,444.60450000000003,467.83050000000003,462.647,65.78,2.43
2017-03-12 09:00:00,58.82,11.46,3891.215,501.0375,401.0375,9.791474999999998,1.74549,250.68599999999998,250.0215,249.80700000000002,295.096,306.4,250.269,250.10950000000003,450.214,450.8035,449.45,452.913,449.959,549.7840000000001,547.537,65.15,2.99
2017-03-12 10:00:00,58.82,11.46,3884.375,448.3945,399.404,9.77361,1.6804999999999999,250.829,250.3835,250.016,295.096,306.4,250.049,249.89499999999998,450.5525,452.543,449.0955,453.6125,452.6595,559.0799999999999,555.7465,62.95,5.04
2017-03-12 11:00:00,58.82,11.46,3474.85,309.204,390.7072609756,9.922275,1.718845,251.20749999999998,249.9885,249.752,295.096,306.4,250.06,249.829,450.1265,744.585,569.1075000000001,462.023,447.3415,558.492,554.744,63.83,4.71
2017-03-12 12:00:00,58.82,11.46,3329.105,476.2265,399.9160512195,9.785975,1.7131,250.455,250.253,249.829,295.096,306.4,250.247,249.829,452.33500000000004,322.045,251.7,463.5955,453.44100000000003,553.206,558.877,64.11500000000001,4.234999999999999
2017-03-12 13:00:00,58.82,11.46,3972.95,517.822,404.868,9.742555,1.7,250.51,249.5375,249.774,295.096,306.4,250.3505,250.005,496.084,770.3147815534,494.9575,448.19399999999996,441.0905,462.764,450.953,64.4,3.76
2017-03-12 14:00:00,58.82,11.46,4158.59,524.643,401.2205,10.088049999999999,1.72,250.818,250.247,249.917,295.096,306.4,250.13150000000002,250.049,501.48900000000003,288.81050000000005,499.54150000000004,452.751,454.74,456.954,453.3115,64.1,3.55
2017-03-12 15:00:00,58.82,11.46,2846.0950000000003,536.5450000000001,399.8145,9.709025,1.73,250.8345,249.9555,249.829,295.096,306.4,250.049,250.115,498.987,275.6914147727,499.651,453.1725,450.196,452.026,448.4715,64.29,3.06
2017-03-12 16:00:00,59.05,11.2,3342.04,543.701,399.536,9.725265,1.7429450000000002,250.51,249.85649999999998,250.345,295.096,306.4,250.225,250.049,499.87850000000003,500.20849999999996,500.703,449.32550000000003,450.4315,450.654,452.09749999999997,66.55,1.44
2017-03-12 17:00:00,59.05,11.2,4015.04,550.476,401.14750000000004,9.929335,1.75,250.7025,249.928,250.0435,295.096,306.4,250.049,249.873,502.1775,500.15099999999995,499.2015,452.34,450.82899999999995,452.894,452.7455,66.25,1.59
2017-03-12 18:00:00,59.05,11.2,3670.0699999999997,533.2185,399.192,9.79414,1.76,250.334,249.95,249.983,295.096,306.4,250.049,250.038,499.88800000000003,500.3065,499.692,501.93600000000004,499.64250000000004,500.438,501.2165,66.92,1.52
2017-03-12 19:00:00,59.05,11.2,3981.885,511.1385,399.5435,9.881485000000001,1.76528,250.345,249.81799999999998,250.181,295.096,306.4,250.181,250.01049999999998,500.113,500.5905,501.425,501.299,502.2315,503.028,504.4605,66.17,1.96
2017-03-12 20:00:00,59.05,11.2,4280.075000000001,307.617,401.84230107525,9.973115,1.8475128440000002,250.488,250.29649999999998,250.2525,295.096,306.4,250.1755,250.049,832.37864285715,806.32594262295,878.2465292553,555.3525,554.5564999999999,583.8599999999999,575.679,67.11,1.9
2017-03-12 21:00:00,59.05,11.2,4137.01,482.788,400.51800000000003,9.91738,1.77,249.8175,249.917,250.20850000000002,295.096,306.4,250.148,249.917,554.1655000000001,534.475,562.17,556.1034999999999,550.6575,568.2484999999999,550.1610000000001,67.11,1.9
2017-03-12 22:00:00,59.05,11.2,3673.535,542.6485,399.9095,9.967694999999999,1.77,250.43849999999998,250.1975,250.225,295.096,306.4,250.049,249.851,550.412,548.8330000000001,551.259,552.5070000000001,551.4694999999999,549.252,550.279,66.29,1.09
2017-03-12 23:00:00,59.05,11.2,3942.9700000000003,536.0564999999999,399.016,10.1013,1.7605,250.5815,249.994,250.049,295.096,306.4,250.192,249.741,552.0515,549.8965000000001,549.6655,548.601,549.68,551.604,552.489,67.22,1.0
2017-03-13 00:00:00,59.05,11.2,1596.42712053575,473.1270625,401.5725,9.83196,1.54037723405,250.1425,249.97750000000002,250.126,295.096,306.4,250.049,249.774,563.687,560.744,571.8979999999999,600.0,552.7095,683.4100000000001,542.928,66.97,1.0
2017-03-13 01:00:00,57.35,12.27,3637.415,367.913,399.902,8.983730000000001,1.55463,250.049,249.851,250.269,295.096,306.4,250.159,250.005,549.8734999999999,370.0915,650.8454999999999,551.912,486.9845,559.094,538.3775,66.24,1.04
2017-03-13 02:00:00,57.35,12.27,3464.4049999999997,443.563,399.609,9.633005,1.686795,250.499,249.73000000000002,249.873,295.096,306.4,250.126,250.18650000000002,549.4359999999999,241.5385725191,552.6085,555.9190000000001,545.299,549.7280000000001,550.7525,67.04,1.25
2017-03-13 03:00:00,57.35,12.27,3861.7200000000003,471.741,400.005,9.88396,1.74,251.0985,250.162,249.697,295.096,306.4,250.10950000000003,249.6915,549.7235000000001,360.348,551.9124999999999,561.1595,557.915,558.66,556.2280000000001,66.42,2.46
2017-03-13 04:00:00,57.35,12.27,3941.4049999999997,456.95500000000004,400.6785,10.2096,1.74,250.928,249.727,249.796,295.096,306.4,250.225,249.598,550.137,412.06,552.9594999999999,556.572,549.5429999999999,554.432,552.0615,66.44,2.67
2017-03-13 05:00:00,57.35,12.27,4012.1099999999997,431.519,399.851,9.86598,1.74,250.73000000000002,250.5705,249.829,295.096,306.4,250.137,249.77949999999998,548.7729999999999,451.525,552.3924999999999,550.8689999999999,548.5215000000001,550.26,551.2065,66.61,1.95
2017-03-13 06:00:00,57.35,12.27,4230.030000000001,420.837,399.902,9.64163,1.725685,250.378,249.8895,249.76850000000002,295.096,306.4,250.192,250.03750000000002,551.261,450.503,560.515,559.4245000000001,562.0415,555.58,558.9594999999999,65.85,2.4
2017-03-13 07:00:00,56.42,12.99,3111.425,427.765,401.082,9.943455,1.74,250.5925,250.082,250.367,295.096,306.4,250.1755,250.13150000000002,555.492,500.0935,558.569,560.576,552.5295,550.792,555.083,66.5,2.03
2017-03-13 08:00:00,56.42,12.99,3864.84,449.9985,398.8035,9.97183,1.573635,250.565,250.631,250.433,295.096,306.4,250.2855,249.961,554.2280000000001,385.438,566.798,569.0425,549.1804999999999,548.5315,556.3515,65.94,1.79
2017-03-13 09:00:00,56.42,12.99,3783.935,447.7235,399.39,9.92898,1.74138,249.774,249.829,250.302,295.096,306.4,250.225,249.45499999999998,551.2629999999999,400.4483305085,556.55,556.736,555.19,553.8995,553.41,65.94,2.02
2017-03-13 10:00:00,56.42,12.99,4001.4300000000003,431.1065,400.53200000000004,10.0868,1.75,250.488,250.6805,250.0875,295.096,306.4,250.126,249.9995,550.362,776.60431137725,551.6905,552.4780000000001,551.0415,551.212,549.0815,65.69,1.94
2017-03-13 11:00:00,56.42,12.99,3731.15,416.04650000000004,399.6385,9.902550000000002,1.747245,249.917,249.478,250.203,295.096,306.4,249.95800000000003,249.97750000000002,564.976,444.712,550.6790000000001,548.4155000000001,550.5074999999999,549.308,547.6995,64.47,3.09
2017-03-13 12:00:00,56.42,12.99,3906.59,412.6435,398.84749999999997,9.92524,1.74468,250.378,249.587,250.269,295.096,306.4,250.038,250.049,557.0685,453.693,555.1179999999999,553.5174999999999,551.441,554.8520000000001,552.6125,66.17,1.38
2017-03-13 13:00:00,56.42,12.99,3940.1850000000004,382.08000000000004,400.3629090909,9.680515,1.74,250.4,250.565,249.983,295.096,306.4,250.1205,250.027,549.461,451.88616666664996,553.095,555.629,554.883,550.232,554.24,65.83,1.87
2017-03-13 14:00:00,56.42,12.99,4026.27,379.425,400.9935,9.83306,1.7405,250.28,250.269,249.697,295.096,306.4,250.225,250.049,552.514,453.0635,553.607,550.172,548.373,550.232,548.8615,66.41,1.86
2017-03-13 15:00:00,56.42,12.99,4161.13,341.644,400.3855,9.999095,1.75,250.269,250.071,251.367,295.096,306.4,250.049,250.049,549.962,449.73,551.96,545.5585,547.8515,549.0,543.951,66.23,1.27
2017-03-13 16:00:00,58.95,8.94,4096.780000000001,329.65099999999995,400.82550000000003,9.961870000000001,1.7219799999999998,250.818,250.005,250.488,295.096,306.4,250.016,250.082,550.3119999999999,449.683,550.124,555.0360000000001,550.5060000000001,550.96,550.7384999999999,65.49,1.9
2017-03-13 17:00:00,58.95,8.94,4090.4750000000004,421.58500000000004,399.4995,10.087,1.72,250.225,250.796,250.192,295.096,306.4,250.027,250.049,552.8140000000001,550.165,558.5415,554.3235,548.153,550.6659999999999,548.9275,65.62,2.48
2017-03-13 18:00:00,58.95,8.94,4044.4350000000004,430.481,399.6165,9.87136,1.722,249.62,249.7905,250.389,295.096,306.4,249.9885,250.049,599.485,600.406,599.8865,552.77,554.0025,552.99,550.7059999999999,65.15,3.01
2017-03-13 19:00:00,58.95,8.94,4446.385,443.0845,400.4735,10.0467,1.75,250.862,249.77949999999998,250.488,295.096,306.4,250.1205,249.928,600.2729999999999,600.5735,596.2975,550.8009999999999,555.7235000000001,550.498,555.4659999999999,64.98,2.9
2017-03-13 20:00:00,58.95,8.94,4583.6900000000005,441.7415,400.21000000000004,10.0851,1.75,250.269,250.269,250.488,295.096,306.4,250.071,249.796,598.171,600.0360000000001,601.8835,562.0795,553.4805,552.0799999999999,554.0029999999999,63.56,4.17
2017-03-13 21:00:00,58.95,8.94,4207.035,439.697,399.609,9.769805,1.75,250.203,249.97199999999998,250.3345,295.096,306.4,250.049,249.80700000000002,598.0709999999999,601.52,602.464,548.5355,548.828,550.1895,549.3575000000001,64.59,3.88
2017-03-13 22:00:00,58.95,8.94,4767.870000000001,438.06449999999995,399.2725,9.606135,1.75,249.994,249.6035,250.4075,295.096,306.4,250.236,249.8675,596.782,599.3145,597.1215,550.136,547.6415,547.6465000000001,545.308,63.99,4.3
2017-03-13 23:00:00,58.95,8.94,4429.59,435.77549999999997,400.0705,9.588295,1.74,250.36149999999998,249.302,250.232,295.096,306.4,250.136,250.049,450.69,450.48850000000004,449.71500000000003,452.5825,452.012,450.304,450.48199999999997,64.07,4.08
2017-03-14 00:00:00,58.95,8.94,4666.215,433.594,399.8805,9.660115000000001,1.74,250.005,249.247,250.236,295.096,306.4,250.10950000000003,250.104,449.188,450.8745,451.54949999999997,456.2095,450.597,451.396,451.89,64.03,3.56
2017-03-14 01:00:00,59.16,10.69,4432.13,434.326,399.873,9.84916,1.74,249.69150000000002,250.247,250.049,295.096,306.4,249.829,250.06,449.3505,449.8655,450.3065,405.14750000000004,450.595,452.026,445.7525,63.6,4.17
2017-03-14 02:00:00,59.16,10.69,4015.81,430.313,398.811,9.840535,1.7355,250.499,250.269,249.851,295.096,306.4,250.269,250.0435,450.815,450.86,449.99,323.83000000000004,450.54,453.062,451.5325,63.8,4.69
2017-03-14 03:00:00,59.16,10.69,4033.3,432.068,399.844,9.363965,1.735735,250.334,250.51,249.87849999999997,295.096,306.4,250.126,249.785,452.1535,450.8595,450.714,342.2195,447.9635,452.306,446.4705,63.47,4.39
2017-03-14 04:00:00,59.16,10.69,4261.764999999999,441.635,400.342,9.337475,1.75,249.82350000000002,250.6255,250.027,295.096,306.4,250.14249999999998,250.049,448.65049999999997,450.79949999999997,450.849,458.0115,458.525,451.788,459.834,64.05,3.99
2017-03-14 05:00:00,59.16,10.69,4008.3050000000003,440.674,400.459,9.59428,1.75,250.18650000000002,249.9885,249.741,295.096,306.4,250.0985,250.027,452.19100000000003,448.8615,448.692,449.4605,452.216,451.41,448.648,63.03,4.69
2017-03-14 06:00:00,59.16,10.69,4077.44,438.9345,399.265,9.623255,1.75,250.356,250.1975,249.829,295.096,306.4,250.126,250.038,431.0455,450.8035,450.522,450.019,449.42449999999997,449.7235,450.954,63.74,4.4
2017-03-14 07:00:00,60.24,8.87,3508.645,433.273,400.4445,9.339465,1.7109450000000002,250.291,249.79,249.807,295.096,306.4,250.253,249.8345,433.45761500975,459.36,458.87699999999995,443.93050000000005,454.106,454.35,451.2115,63.6,4.71
2017-03-14 08:00:00,60.24,8.87,3385.01,445.435,399.536,9.39014,1.7596699999999998,250.247,250.1425,249.6695,295.096,306.4,250.269,249.862,642.2930536062499,451.4845,450.6625,450.6755,450.6235,450.738,454.1685,64.41,4.06
2017-03-14 09:00:00,60.24,8.87,3590.2349999999997,558.487,400.1735,9.302325,1.76,250.082,249.994,250.038,295.096,306.4,250.181,250.049,747.87096978555,449.98,449.204,453.0185,443.557,449.89599999999996,455.392,65.68,1.3
2017-03-14 10:00:00,60.24,8.87,3526.465,521.851,400.68600000000004,9.150134999999999,1.7551700000000001,250.181,250.159,249.939,295.096,306.4,250.049,250.049,451.24350000000004,451.624,450.39,454.062,456.93,452.08000000000004,452.76,63.32,5.3
